Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
6985750,-87.57,-124.64,50.0,1.00,-0.0,50.0,-0.0
6986000,-87.99,-125.33,50.0,1.00,-0.0,50.0,-0.0
6986250,-87.37,-120.18,50.0,1.00,-0.0,50.0,-0.0
6986500,-87.88,-121.64,50.0,1.00,-0.0,50.0,-0.0
6986750,-88.23,-124.31,50.0,1.00,-0.0,50.0,-0.0
6987000,-87.93,-123.81,50.0,1.00,-0.0,50.0,-0.0
6987250,-87.86,-124.90,50.0,1.00,-0.0,50.0,-0.0
6987500,-87.50,-123.41,50.0,1.00,-0.0,50.0,-0.0
6987750,-88.22,-123.92,50.0,1.00,-0.0,50.0,-0.0
6988000,-87.88,-122.81,50.0,1.00,-0.0,50.0,-0.0
6988250,-88.47,-124.87,50.0,1.00,-0.0,50.0,-0.0
6988500,-88.17,-123.50,50.0,1.00,-0.0,50.0,-0.0
6988750,-88.23,-123.44,50.0,1.00,-0.0,50.0,-0.0
6989000,-87.85,-128.55,50.0,1.00,-0.0,50.0,-0.0
6989250,-87.53,-123.44,50.0,1.00,-0.0,50.0,-0.0
6989500,-88.03,-130.34,50.0,1.00,-0.0,50.0,-0.0
6989750,-87.65,-123.68,50.0,1.00,-0.0,50.0,-0.0
6990000,-88.00,-122.45,50.0,1.00,-0.0,50.0,-0.0
6990250,-87.93,-122.74,50.0,1.00,-0.0,50.0,-0.0
6990500,-88.06,-124.79,50.0,1.00,-0.0,50.0,-0.0
6990750,-88.03,-123.08,50.0,1.00,-0.0,50.0,-0.0
6991000,-87.98,-123.50,50.0,1.00,-0.0,50.0,-0.0
6991250,-87.98,-123.50,50.0,1.00,-0.0,50.0,-0.0
6991500,-87.88,-125.73,50.0,1.00,-0.0,50.0,-0.0
6991750,-87.84,-124.73,50.0,1.00,-0.0,50.0,-0.0
6992000,-87.43,-123.86,50.0,1.00,-0.0,50.0,-0.0
6992250,-87.81,-126.57,50.0,1.00,-0.0,50.0,-0.0
6992500,-88.11,-124.12,50.0,1.00,-0.0,50.0,-0.0
6992750,-87.78,-122.43,50.0,1.00,-0.0,50.0,-0.0
6993000,-87.77,-123.24,50.0,1.00,-0.0,50.0,-0.0
6993250,-88.11,-127.89,50.0,1.00,-0.0,50.0,-0.0
6993500,-87.51,-124.06,50.0,1.00,-0.0,50.0,-0.0
6993750,-87.69,-126.13,50.0,1.00,-0.0,50.0,-0.0
6994000,-87.83,-123.18,50.0,1.00,-0.0,50.0,-0.0
6994250,-87.73,-125.74,50.0,1.00,-0.0,50.0,-0.0
6994500,-88.06,-125.73,50.0,1.00,-0.0,50.0,-0.0
6994750,-87.92,-127.08,50.0,1.00,-0.0,50.0,-0.0
6995000,-87.86,-123.21,50.0,1.00,-0.0,50.0,-0.0
6995250,-87.92,-124.34,50.0,1.00,-0.0,50.0,-0.0
6995500,-88.49,-123.84,50.0,1.00,-0.0,50.0,-0.0
6995750,-87.85,-124.02,50.0,1.00,-0.0,50.0,-0.0
6996000,-87.97,-126.07,50.0,1.00,-0.0,50.0,-0.0
6996250,-87.56,-124.35,50.0,1.00,-0.0,50.0,-0.0
6996500,-88.16,-125.87,50.0,1.00,-0.0,50.0,-0.0
6996750,-88.00,-126.71,50.0,1.00,-0.0,50.0,-0.0
6997000,-87.81,-125.95,50.0,1.00,-0.0,50.0,-0.0
6997250,-87.91,-125.14,50.0,1.00,-0.0,50.0,-0.0
6997500,-87.45,-124.08,50.0,1.00,-0.0,50.0,-0.0
6997750,-88.05,-125.10,50.0,1.00,-0.0,50.0,-0.0
6998000,-88.26,-125.02,50.0,1.00,-0.0,50.0,-0.0
6998250,-88.24,-120.47,50.0,1.00,-0.0,50.0,-0.0
6998500,-87.67,-121.49,50.0,1.00,-0.0,50.0,-0.0
6998750,-87.66,-122.51,50.0,1.00,-0.0,50.0,-0.0
6999000,-87.76,-124.58,50.0,1.00,-0.0,50.0,-0.0
6999250,-87.64,-126.04,50.0,1.00,-0.0,50.0,-0.0
6999500,-88.02,-124.44,50.0,1.00,-0.0,50.0,-0.0
6999750,-87.81,-125.93,50.0,1.00,-0.0,50.0,-0.0
7000000,-87.87,-126.61,50.0,1.00,-0.0,50.0,-0.0
7000250,-88.00,-123.10,50.0,1.00,-0.0,50.0,-0.0
7000500,-88.15,-124.85,50.0,1.00,-0.0,50.0,-0.0
7000750,-87.79,-125.42,50.0,1.00,-0.0,50.0,-0.0
7001000,-87.64,-125.67,50.0,1.00,-0.0,50.0,-0.0
7001250,-88.15,-124.00,50.0,1.00,-0.0,50.0,-0.0
7001500,-88.01,-127.78,50.0,1.00,-0.0,50.0,-0.0
7001750,-88.10,-127.21,50.0,1.00,-0.0,50.0,-0.0
7002000,-88.08,-123.91,50.0,1.00,-0.0,50.0,-0.0
7002250,-87.44,-127.75,50.0,1.00,-0.0,50.0,-0.0
7002500,-87.86,-124.10,50.0,1.00,-0.0,50.0,-0.0
7002750,-88.42,-127.11,50.0,1.00,-0.0,50.0,-0.0
7003000,-88.07,-124.97,50.0,1.00,-0.0,50.0,-0.0
7003250,-87.75,-124.77,50.0,1.00,-0.0,50.0,-0.0
7003500,-88.37,-126.51,50.0,1.00,-0.0,50.0,-0.0
7003750,-88.02,-124.55,50.0,1.00,-0.0,50.0,-0.0
7004000,-88.11,-123.56,50.0,1.00,-0.0,50.0,-0.0
7004250,-87.80,-125.89,50.0,1.00,-0.0,50.0,-0.0
7004500,-87.92,-126.54,50.0,1.00,-0.0,50.0,-0.0
7004750,-87.94,-123.49,50.0,1.00,-0.0,50.0,-0.0
7005000,-88.35,-126.98,50.0,1.00,-0.0,50.0,-0.0
7005250,-87.84,-119.06,50.0,1.00,-0.0,50.0,-0.0
7005500,-87.85,-124.31,50.0,1.00,-0.0,50.0,-0.0
7005750,-87.81,-126.97,50.0,1.00,-0.0,50.0,-0.0
7006000,-87.73,-126.36,50.0,1.00,-0.0,50.0,-0.0
7006250,-87.87,-123.63,50.0,1.00,-0.0,50.0,-0.0
7006500,-87.91,-123.44,50.0,1.00,-0.0,50.0,-0.0
7006750,-87.82,-125.79,50.0,1.00,-0.0,50.0,-0.0
7007000,-88.06,-123.74,50.0,1.00,-0.0,50.0,-0.0
7007250,-88.35,-126.97,50.0,1.00,-0.0,50.0,-0.0
7007500,-87.55,-122.57,50.0,1.00,-0.0,50.0,-0.0
7007750,-88.20,-120.38,50.0,1.00,-0.0,50.0,-0.0
7008000,-88.24,-126.18,50.0,1.00,-0.0,50.0,-0.0
7008250,-88.23,-124.19,50.0,1.00,-0.0,50.0,-0.0
7008500,-87.76,-123.14,50.0,1.00,-0.0,50.0,-0.0
7008750,-87.61,-124.57,50.0,1.00,-0.0,50.0,-0.0
7009000,-87.74,-126.49,50.0,1.00,-0.0,50.0,-0.0
7009250,-88.29,-122.66,50.0,1.00,-0.0,50.0,-0.0
7009500,-87.86,-121.85,50.0,1.00,-0.0,50.0,-0.0
7009750,-88.04,-126.59,50.0,1.00,-0.0,50.0,-0.0
7010000,-88.30,-123.66,50.0,1.00,-0.0,50.0,-0.0
7010250,-88.20,-125.74,50.0,1.00,-0.0,50.0,-0.0
7010500,-87.66,-124.52,50.0,1.00,-0.0,50.0,-0.0
7010750,-87.58,-124.87,50.0,1.00,-0.0,50.0,-0.0
7011000,-87.79,-125.50,50.0,1.00,-0.0,50.0,-0.0
7011250,-87.85,-126.41,50.0,1.00,-0.0,50.0,-0.0
7011500,-87.74,-123.80,50.0,1.00,-0.0,50.0,-0.0
7011750,-87.91,-126.74,50.0,1.00,-0.0,50.0,-0.0
7012000,-87.72,-123.09,50.0,1.00,-0.0,50.0,-0.0
7012250,-88.24,-123.94,50.0,1.00,-0.0,50.0,-0.0
7012500,-87.78,-123.97,50.0,1.00,-0.0,50.0,-0.0
7012750,-87.81,-125.99,50.0,1.00,-0.0,50.0,-0.0
7013000,-88.29,-123.27,50.0,1.00,-0.0,50.0,-0.0
7013250,-87.48,-125.29,50.0,1.00,-0.0,50.0,-0.0
7013500,-87.95,-125.60,50.0,1.00,-0.0,50.0,-0.0
7013750,-88.24,-124.31,50.0,1.00,-0.0,50.0,-0.0
7014000,-88.00,-126.15,50.0,1.00,-0.0,50.0,-0.0
7014250,-87.79,-124.32,50.0,1.00,-0.0,50.0,-0.0
7014500,-88.07,-124.68,50.0,1.00,-0.0,50.0,-0.0
7014750,-87.93,-126.64,50.0,1.00,-0.0,50.0,-0.0
7015000,-87.63,-124.81,50.0,1.00,-0.0,50.0,-0.0
7015250,-88.12,-126.22,50.0,1.00,-0.0,50.0,-0.0
7015500,-88.20,-126.70,50.0,1.00,-0.0,50.0,-0.0
7015750,-87.62,-124.10,50.0,1.00,-0.0,50.0,-0.0
7016000,-87.85,-122.87,50.0,1.00,-0.0,50.0,-0.0
7016250,-88.01,-123.89,50.0,1.00,-0.0,50.0,-0.0
7016500,-87.72,-126.89,50.0,1.00,-0.0,50.0,-0.0
7016750,-87.73,-126.67,50.0,1.00,-0.0,50.0,-0.0
7017000,-87.82,-122.37,50.0,1.00,-0.0,50.0,-0.0
7017250,-88.09,-126.53,50.0,1.00,-0.0,50.0,-0.0
7017500,-87.76,-126.72,50.0,1.00,-0.0,50.0,-0.0
7017750,-87.75,-123.68,50.0,1.00,-0.0,50.0,-0.0
7018000,-88.11,-125.08,50.0,1.00,-0.0,50.0,-0.0
7018250,-88.11,-124.85,50.0,1.00,-0.0,50.0,-0.0
7018500,-87.78,-127.22,50.0,1.00,-0.0,50.0,-0.0
7018750,-87.88,-127.38,50.0,1.00,-0.0,50.0,-0.0
7019000,-87.58,-122.34,50.0,1.00,-0.0,50.0,-0.0
7019250,-87.69,-126.61,50.0,1.00,-0.0,50.0,-0.0
7019500,-88.02,-125.44,50.0,1.00,-0.0,50.0,-0.0
7019750,-87.94,-123.79,50.0,1.00,-0.0,50.0,-0.0
7020000,-87.67,-124.61,50.0,1.00,-0.0,50.0,-0.0
7020250,-88.15,-124.28,50.0,1.00,-0.0,50.0,-0.0
7020500,-87.63,-128.71,50.0,1.00,-0.0,50.0,-0.0
7020750,-88.00,-125.53,50.0,1.00,-0.0,50.0,-0.0
7021000,-87.45,-125.56,50.0,1.00,-0.0,50.0,-0.0
7021250,-88.07,-120.71,50.0,1.00,-0.0,50.0,-0.0
7021500,-87.68,-127.39,50.0,1.00,-0.0,50.0,-0.0
7021750,-88.50,-122.85,50.0,1.00,-0.0,50.0,-0.0
7022000,-87.66,-124.25,50.0,1.00,-0.0,50.0,-0.0
7022250,-88.21,-125.22,50.0,1.00,-0.0,50.0,-0.0
7022500,-87.89,-125.96,50.0,1.00,-0.0,50.0,-0.0
7022750,-88.05,-126.08,50.0,1.00,-0.0,50.0,-0.0
7023000,-87.55,-126.26,50.0,1.00,-0.0,50.0,-0.0
7023250,-88.29,-123.84,50.0,1.00,-0.0,50.0,-0.0
7023500,-87.97,-122.86,50.0,1.00,-0.0,50.0,-0.0
7023750,-87.76,-126.69,50.0,1.00,-0.0,50.0,-0.0
7024000,-87.81,-126.08,50.0,1.00,-0.0,50.0,-0.0
7024250,-87.81,-123.96,50.0,1.00,-0.0,50.0,-0.0
7024500,-88.16,-126.98,50.0,1.00,-0.0,50.0,-0.0
7024750,-87.99,-121.93,50.0,1.00,-0.0,50.0,-0.0
7025000,-88.05,-122.83,50.0,1.00,-0.0,50.0,-0.0
7025250,-88.06,-124.03,50.0,1.00,-0.0,50.0,-0.0
7025500,-87.80,-124.18,50.0,1.00,-0.0,50.0,-0.0
7025750,-88.30,-123.35,50.0,1.00,-0.0,50.0,-0.0
7026000,-88.07,-124.17,50.0,1.00,-0.0,50.0,-0.0
7026250,-88.00,-126.84,50.0,1.00,-0.0,50.0,-0.0
7026500,-87.92,-122.44,50.0,1.00,-0.0,50.0,-0.0
7026750,-88.23,-125.71,50.0,1.00,-0.0,50.0,-0.0
7027000,-87.63,-126.83,50.0,1.00,-0.0,50.0,-0.0
7027250,-87.59,-124.36,50.0,1.00,-0.0,50.0,-0.0
7027500,-88.41,-124.10,50.0,1.00,-0.0,50.0,-0.0
7027750,-87.71,-123.60,50.0,1.00,-0.0,50.0,-0.0
7028000,-87.93,-123.39,50.0,1.00,-0.0,50.0,-0.0
7028250,-88.12,-128.11,50.0,1.00,-0.0,50.0,-0.0
7028500,-87.89,-127.25,50.0,1.00,-0.0,50.0,-0.0
7028750,-88.25,-125.61,50.0,1.00,-0.0,50.0,-0.0
7029000,-87.52,-124.83,50.0,1.00,-0.0,50.0,-0.0
7029250,-88.15,-122.56,50.0,1.00,-0.0,50.0,-0.0
7029500,-88.46,-124.04,50.0,1.00,-0.0,50.0,-0.0
7029750,-87.72,-126.97,50.0,1.00,-0.0,50.0,-0.0
7030000,-88.15,-126.81,50.0,1.00,-0.0,50.0,-0.0
7030250,-88.12,-125.54,50.0,1.00,-0.0,50.0,-0.0
7030500,-88.05,-125.44,50.0,1.00,-0.0,50.0,-0.0
7030750,-87.58,-124.34,50.0,1.00,-0.0,50.0,-0.0
7031000,-87.60,-125.40,50.0,1.00,-0.0,50.0,-0.0
7031250,-87.78,-125.41,50.0,1.00,-0.0,50.0,-0.0
7031500,-88.01,-124.19,50.0,1.00,-0.0,50.0,-0.0
7031750,-88.31,-124.09,50.0,1.00,-0.0,50.0,-0.0
7032000,-87.75,-122.59,50.0,1.00,-0.0,50.0,-0.0
7032250,-88.00,-123.82,50.0,1.00,-0.0,50.0,-0.0
7032500,-87.81,-125.46,50.0,1.00,-0.0,50.0,-0.0
7032750,-88.06,-123.77,50.0,1.00,-0.0,50.0,-0.0
7033000,-88.03,-125.89,50.0,1.00,-0.0,50.0,-0.0
7033250,-88.17,-125.12,50.0,1.00,-0.0,50.0,-0.0
7033500,-88.05,-122.19,50.0,1.00,-0.0,50.0,-0.0
7033750,-87.64,-127.64,50.0,1.00,-0.0,50.0,-0.0
7034000,-87.74,-126.87,50.0,1.00,-0.0,50.0,-0.0
7034250,-87.99,-124.87,50.0,1.00,-0.0,50.0,-0.0
7034500,-87.93,-123.73,50.0,1.00,-0.0,50.0,-0.0
7034750,-88.49,-123.67,50.0,1.00,-0.0,50.0,-0.0
7035000,-87.53,-126.07,50.0,1.00,-0.0,50.0,-0.0
7035250,-87.90,-124.86,50.0,1.00,-0.0,50.0,-0.0
7035500,-88.25,-122.65,50.0,1.00,-0.0,50.0,-0.0
7035750,-88.12,-124.31,50.0,1.00,-0.0,50.0,-0.0
7036000,-87.73,-125.57,50.0,1.00,-0.0,50.0,-0.0
7036250,-87.79,-127.41,50.0,1.00,-0.0,50.0,-0.0
7036500,-87.71,-126.81,50.0,1.00,-0.0,50.0,-0.0
7036750,-87.80,-123.91,50.0,1.00,-0.0,50.0,-0.0
7037000,-87.82,-122.42,50.0,1.00,-0.0,50.0,-0.0
7037250,-88.00,-127.75,50.0,1.00,-0.0,50.0,-0.0
7037500,-88.11,-124.53,50.0,1.00,-0.0,50.0,-0.0
7037750,-87.92,-123.58,50.0,1.00,-0.0,50.0,-0.0
7038000,-88.25,-124.72,50.0,1.00,-0.0,50.0,-0.0
7038250,-88.28,-127.23,50.0,1.00,-0.0,50.0,-0.0
7038500,-88.11,-125.51,50.0,1.00,-0.0,50.0,-0.0
7038750,-87.97,-127.83,50.0,1.00,-0.0,50.0,-0.0
7039000,-88.08,-127.40,50.0,1.00,-0.0,50.0,-0.0
7039250,-87.81,-124.84,50.0,1.00,-0.0,50.0,-0.0
7039500,-87.73,-125.55,50.0,1.00,-0.0,50.0,-0.0
7039750,-88.05,-126.14,50.0,1.00,-0.0,50.0,-0.0
7040000,-88.54,-123.84,50.0,1.00,-0.0,50.0,-0.0
7040250,-88.13,-126.02,50.0,1.00,-0.0,50.0,-0.0
7040500,-87.75,-124.52,50.0,1.00,-0.0,50.0,-0.0
7040750,-87.67,-122.35,50.0,1.00,-0.0,50.0,-0.0
7041000,-88.15,-124.94,50.0,1.00,-0.0,50.0,-0.0
7041250,-87.82,-126.50,50.0,1.00,-0.0,50.0,-0.0
7041500,-87.36,-129.73,50.0,1.00,-0.0,50.0,-0.0
7041750,-87.91,-125.93,50.0,1.00,-0.0,50.0,-0.0
7042000,-87.80,-125.64,50.0,1.00,-0.0,50.0,-0.0
7042250,-88.03,-125.25,50.0,1.00,-0.0,50.0,-0.0
7042500,-87.82,-123.21,50.0,1.00,-0.0,50.0,-0.0
7042750,-88.10,-125.72,50.0,1.00,-0.0,50.0,-0.0
7043000,-87.62,-125.61,50.0,1.00,-0.0,50.0,-0.0
7043250,-87.97,-123.50,50.0,1.00,-0.0,50.0,-0.0
7043500,-87.53,-123.55,50.0,1.00,-0.0,50.0,-0.0
7043750,-88.17,-124.23,50.0,1.00,-0.0,50.0,-0.0
7044000,-88.11,-123.06,50.0,1.00,-0.0,50.0,-0.0
7044250,-87.83,-124.14,50.0,1.00,-0.0,50.0,-0.0
7044500,-87.66,-123.14,50.0,1.00,-0.0,50.0,-0.0
7044750,-88.15,-122.87,50.0,1.00,-0.0,50.0,-0.0
7045000,-88.17,-124.60,50.0,1.00,-0.0,50.0,-0.0
7045250,-87.61,-125.47,50.0,1.00,-0.0,50.0,-0.0
7045500,-87.81,-126.70,50.0,1.00,-0.0,50.0,-0.0
7045750,-88.13,-125.38,50.0,1.00,-0.0,50.0,-0.0
7046000,-88.05,-123.71,50.0,1.00,-0.0,50.0,-0.0
7046250,-87.54,-124.24,50.0,1.00,-0.0,50.0,-0.0
7046500,-87.95,-122.16,50.0,1.00,-0.0,50.0,-0.0
7046750,-87.67,-121.88,50.0,1.00,-0.0,50.0,-0.0
7047000,-87.71,-126.90,50.0,1.00,-0.0,50.0,-0.0
7047250,-87.87,-126.66,50.0,1.00,-0.0,50.0,-0.0
7047500,-88.02,-125.46,50.0,1.00,-0.0,50.0,-0.0
7047750,-88.01,-126.28,50.0,1.00,-0.0,50.0,-0.0
7048000,-87.90,-127.30,50.0,1.00,-0.0,50.0,-0.0
7048250,-88.11,-124.25,50.0,1.00,-0.0,50.0,-0.0
7048500,-88.02,-124.85,50.0,1.00,-0.0,50.0,-0.0
7048750,-87.47,-127.30,50.0,1.00,-0.0,50.0,-0.0
7049000,-88.04,-125.36,50.0,1.00,-0.0,50.0,-0.0
7049250,-87.35,-126.88,50.0,1.00,-0.0,50.0,-0.0
7049500,-88.03,-126.19,50.0,1.00,-0.0,50.0,-0.0
7049750,-87.54,-126.84,50.0,1.00,-0.0,50.0,-0.0
7050000,-87.85,-127.10,50.0,1.00,-0.0,50.0,-0.0
7050250,-88.01,-129.68,50.0,1.00,-0.0,50.0,-0.0
7050500,-87.90,-124.57,50.0,1.00,-0.0,50.0,-0.0
7050750,-88.18,-124.71,50.0,1.00,-0.0,50.0,-0.0
7051000,-88.08,-127.12,50.0,1.00,-0.0,50.0,-0.0
7051250,-87.53,-125.00,50.0,1.00,-0.0,50.0,-0.0
7051500,-87.87,-125.47,50.0,1.00,-0.0,50.0,-0.0
7051750,-88.08,-123.36,50.0,1.00,-0.0,50.0,-0.0
7052000,-87.90,-125.52,50.0,1.00,-0.0,50.0,-0.0
7052250,-88.53,-123.15,50.0,1.00,-0.0,50.0,-0.0
7052500,-87.75,-126.70,50.0,1.00,-0.0,50.0,-0.0
7052750,-88.22,-125.98,50.0,1.00,-0.0,50.0,-0.0
7053000,-87.98,-122.77,50.0,1.00,-0.0,50.0,-0.0
7053250,-88.10,-130.69,50.0,1.00,-0.0,50.0,-0.0
7053500,-87.62,-124.42,50.0,1.00,-0.0,50.0,-0.0
7053750,-87.77,-127.56,50.0,1.00,-0.0,50.0,-0.0
7054000,-88.07,-125.76,50.0,1.00,-0.0,50.0,-0.0
7054250,-88.00,-124.09,50.0,1.00,-0.0,50.0,-0.0
7054500,-88.31,-125.98,50.0,1.00,-0.0,50.0,-0.0
7054750,-87.95,-126.06,50.0,1.00,-0.0,50.0,-0.0
7055000,-88.09,-123.48,50.0,1.00,-0.0,50.0,-0.0
7055250,-88.11,-124.60,50.0,1.00,-0.0,50.0,-0.0
7055500,-88.06,-124.41,50.0,1.00,-0.0,50.0,-0.0
7055750,-88.25,-121.47,50.0,1.00,-0.0,50.0,-0.0
7056000,-88.47,-123.82,50.0,1.00,-0.0,50.0,-0.0
7056250,-87.78,-122.08,50.0,1.00,-0.0,50.0,-0.0
7056500,-87.54,-125.33,50.0,1.00,-0.0,50.0,-0.0
7056750,-88.06,-121.53,50.0,1.00,-0.0,50.0,-0.0
7057000,-87.98,-125.73,50.0,1.00,-0.0,50.0,-0.0
7057250,-88.16,-121.87,50.0,1.00,-0.0,50.0,-0.0
7057500,-88.15,-125.01,50.0,1.00,-0.0,50.0,-0.0
7057750,-87.96,-126.78,50.0,1.00,-0.0,50.0,-0.0
7058000,-87.80,-127.23,50.0,1.00,-0.0,50.0,-0.0
7058250,-88.18,-123.46,50.0,1.00,-0.0,50.0,-0.0
7058500,-88.03,-127.26,50.0,1.00,-0.0,50.0,-0.0
7058750,-87.98,-125.73,50.0,1.00,-0.0,50.0,-0.0
7059000,-88.10,-125.42,50.0,1.00,-0.0,50.0,-0.0
7059250,-88.07,-124.76,50.0,1.00,-0.0,50.0,-0.0
7059500,-88.16,-123.92,50.0,1.00,-0.0,50.0,-0.0
7059750,-88.24,-122.55,50.0,1.00,-0.0,50.0,-0.0
7060000,-87.63,-126.03,50.0,1.00,-0.0,50.0,-0.0
7060250,-88.10,-125.41,50.0,1.00,-0.0,50.0,-0.0
7060500,-88.19,-124.20,50.0,1.00,-0.0,50.0,-0.0
7060750,-87.60,-122.90,50.0,1.00,-0.0,50.0,-0.0
7061000,-88.11,-122.52,50.0,1.00,-0.0,50.0,-0.0
7061250,-87.87,-126.15,50.0,1.00,-0.0,50.0,-0.0
7061500,-88.07,-127.30,50.0,1.00,-0.0,50.0,-0.0
7061750,-88.06,-124.15,50.0,1.00,-0.0,50.0,-0.0
7062000,-87.93,-124.34,50.0,1.00,-0.0,50.0,-0.0
7062250,-88.07,-121.88,50.0,1.00,-0.0,50.0,-0.0
7062500,-87.90,-124.65,50.0,1.00,-0.0,50.0,-0.0
7062750,-87.95,-123.65,50.0,1.00,-0.0,50.0,-0.0
7063000,-87.74,-124.78,50.0,1.00,-0.0,50.0,-0.0
7063250,-88.21,-123.48,50.0,1.00,-0.0,50.0,-0.0
7063500,-87.92,-126.70,50.0,1.00,-0.0,50.0,-0.0
7063750,-87.62,-123.37,50.0,1.00,-0.0,50.0,-0.0
7064000,-88.08,-126.46,50.0,1.00,-0.0,50.0,-0.0
7064250,-87.76,-123.53,50.0,1.00,-0.0,50.0,-0.0
7064500,-88.26,-124.89,50.0,1.00,-0.0,50.0,-0.0
7064750,-87.79,-123.56,50.0,1.00,-0.0,50.0,-0.0
7065000,-88.18,-124.41,50.0,1.00,-0.0,50.0,-0.0
7065250,-88.48,-127.23,50.0,1.00,-0.0,50.0,-0.0
7065500,-88.17,-124.65,50.0,1.00,-0.0,50.0,-0.0
7065750,-87.99,-125.24,50.0,1.00,-0.0,50.0,-0.0
7066000,-88.40,-125.32,50.0,1.00,-0.0,50.0,-0.0
7066250,-88.48,-127.22,50.0,1.00,-0.0,50.0,-0.0
7066500,-88.83,-127.29,50.0,1.00,-0.0,50.0,-0.0
7066750,-87.60,-126.30,50.0,1.00,-0.0,50.0,-0.0
7067000,-87.46,-125.41,50.0,1.00,-0.0,50.0,-0.0
7067250,-87.89,-123.68,50.0,1.00,-0.0,50.0,-0.0
7067500,-87.56,-126.46,50.0,1.00,-0.0,50.0,-0.0
7067750,-87.76,-124.67,50.0,1.00,-0.0,50.0,-0.0
7068000,-88.07,-126.07,50.0,1.00,-0.0,50.0,-0.0
7068250,-88.15,-126.92,50.0,1.00,-0.0,50.0,-0.0
7068500,-88.57,-120.86,50.0,1.00,-0.0,50.0,-0.0
7068750,-87.76,-125.03,50.0,1.00,-0.0,50.0,-0.0
7069000,-88.13,-124.81,50.0,1.00,-0.0,50.0,-0.0
7069250,-87.78,-123.99,50.0,1.00,-0.0,50.0,-0.0
7069500,-87.74,-123.37,50.0,1.00,-0.0,50.0,-0.0
7069750,-87.72,-124.84,50.0,1.00,-0.0,50.0,-0.0
7070000,-88.07,-125.46,50.0,1.00,-0.0,50.0,-0.0
7070250,-88.26,-125.85,50.0,1.00,-0.0,50.0,-0.0
7070500,-88.05,-122.31,50.0,1.00,-0.0,50.0,-0.0
7070750,-87.72,-126.71,50.0,1.00,-0.0,50.0,-0.0
7071000,-88.30,-124.05,50.0,1.00,-0.0,50.0,-0.0
7071250,-87.57,-125.09,50.0,1.00,-0.0,50.0,-0.0
7071500,-88.16,-128.03,50.0,1.00,-0.0,50.0,-0.0
7071750,-87.59,-125.00,50.0,1.00,-0.0,50.0,-0.0
7072000,-88.61,-128.32,50.0,1.00,-0.0,50.0,-0.0
7072250,-88.16,-125.08,50.0,1.00,-0.0,50.0,-0.0
7072500,-88.06,-124.47,50.0,1.00,-0.0,50.0,-0.0
7072750,-87.90,-124.97,50.0,1.00,-0.0,50.0,-0.0
7073000,-88.26,-125.23,50.0,1.00,-0.0,50.0,-0.0
7073250,-88.16,-126.67,50.0,1.00,-0.0,50.0,-0.0
7073500,-88.00,-125.94,50.0,1.00,-0.0,50.0,-0.0
7073750,-88.15,-125.07,50.0,1.00,-0.0,50.0,-0.0
7074000,-88.01,-123.91,50.0,1.00,-0.0,50.0,-0.0
7074250,-88.05,-124.93,50.0,1.00,-0.0,50.0,-0.0
7074500,-87.79,-124.11,50.0,1.00,-0.0,50.0,-0.0
7074750,-87.59,-126.26,50.0,1.00,-0.0,50.0,-0.0
7075000,-87.77,-126.66,50.0,1.00,-0.0,50.0,-0.0
7075250,-88.28,-122.42,50.0,1.00,-0.0,50.0,-0.0
7075500,-88.09,-124.74,50.0,1.00,-0.0,50.0,-0.0
7075750,-88.16,-125.44,50.0,1.00,-0.0,50.0,-0.0
7076000,-87.73,-126.24,50.0,1.00,-0.0,50.0,-0.0
7076250,-88.15,-123.85,50.0,1.00,-0.0,50.0,-0.0
7076500,-88.22,-124.78,50.0,1.00,-0.0,50.0,-0.0
7076750,-88.53,-126.75,50.0,1.00,-0.0,50.0,-0.0
7077000,-88.02,-127.17,50.0,1.00,-0.0,50.0,-0.0
7077250,-88.06,-125.05,50.0,1.00,-0.0,50.0,-0.0
7077500,-87.73,-128.33,50.0,1.00,-0.0,50.0,-0.0
7077750,-87.79,-125.62,50.0,1.00,-0.0,50.0,-0.0
7078000,-87.87,-125.49,50.0,1.00,-0.0,50.0,-0.0
7078250,-88.06,-126.02,50.0,1.00,-0.0,50.0,-0.0
7078500,-87.57,-124.84,50.0,1.00,-0.0,50.0,-0.0
7078750,-87.90,-126.49,50.0,1.00,-0.0,50.0,-0.0
7079000,-87.89,-127.89,50.0,1.00,-0.0,50.0,-0.0
7079250,-87.96,-124.67,50.0,1.00,-0.0,50.0,-0.0
7079500,-88.11,-120.90,50.0,1.00,-0.0,50.0,-0.0
7079750,-88.00,-124.72,50.0,1.00,-0.0,50.0,-0.0
7080000,-87.64,-124.71,50.0,1.00,-0.0,50.0,-0.0
7080250,-87.64,-127.70,50.0,1.00,-0.0,50.0,-0.0
7080500,-87.76,-126.49,50.0,1.00,-0.0,50.0,-0.0
7080750,-87.79,-124.44,50.0,1.00,-0.0,50.0,-0.0
7081000,-87.76,-122.42,50.0,1.00,-0.0,50.0,-0.0
7081250,-88.04,-123.93,50.0,1.00,-0.0,50.0,-0.0
7081500,-87.89,-123.98,50.0,1.00,-0.0,50.0,-0.0
7081750,-88.62,-124.04,50.0,1.00,-0.0,50.0,-0.0
7082000,-88.14,-124.90,50.0,1.00,-0.0,50.0,-0.0
7082250,-88.23,-123.67,50.0,1.00,-0.0,50.0,-0.0
